,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,test_accuracy_with_best_hyp,model_name,seed,param_base_estimator
11,2.7164000034332276,0.026560079426849972,0.002999734878540039,9.221591761500223e-07,0.2,7,150,,"{'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 150}",0.6015625,0.62109375,0.63671875,0.6640625,0.6470588235294118,0.6340992647058823,0.021449437324499446,10,0.703125,Catboost,0,
12,1.7064003467559814,0.031689546085206716,0.0023996829986572266,0.0004892980337801595,0.2,9,50,,"{'learning_rate': 0.2, 'max_depth': 9, 'n_estimators': 50}",0.6015625,0.62890625,0.6171875,0.66015625,0.6313725490196078,0.6278370098039215,0.019297349680692265,20,0.703125,Catboost,0,
13,3.2669992446899414,0.02489141940299549,0.003200817108154297,0.0003990891835930223,0.2,9,100,,"{'learning_rate': 0.2, 'max_depth': 9, 'n_estimators': 100}",0.59375,0.6484375,0.625,0.66015625,0.6431372549019608,0.6340962009803921,0.02313912908608604,11,0.703125,Catboost,0,
14,4.885399866104126,0.1294290139807322,0.0034003257751464844,0.0008001337034335743,0.2,9,150,,"{'learning_rate': 0.2, 'max_depth': 9, 'n_estimators': 150}",0.59765625,0.64453125,0.63671875,0.671875,0.6470588235294118,0.6395680147058823,0.024038309218142647,6,0.703125,Catboost,0,
15,0.6158002853393555,0.06899903548647471,0.0028000831604003905,0.00040047479226789756,0.4,1,50,,"{'learning_rate': 0.4, 'max_depth': 1, 'n_estimators': 50}",0.58984375,0.55859375,0.5625,0.59765625,0.6078431372549019,0.5832873774509804,0.019464460726445698,44,0.703125,Catboost,0,
16,0.8232002258300781,0.018082306450370282,0.00260014533996582,0.000488873640217442,0.4,1,100,,"{'learning_rate': 0.4, 'max_depth': 1, 'n_estimators': 100}",0.6171875,0.56640625,0.57421875,0.59375,0.6078431372549019,0.5918811274509804,0.019285330650720557,39,0.703125,Catboost,0,
17,0.966799545288086,0.04780587916662131,0.002599763870239258,0.0004906023492841337,0.4,1,150,,"{'learning_rate': 0.4, 'max_depth': 1, 'n_estimators': 150}",0.61328125,0.578125,0.57421875,0.578125,0.615686274509804,0.5918872549019608,0.018520646565350407,38,0.703125,Catboost,0,
18,0.7534004211425781,0.01792925803278418,0.0021999835968017577,0.000400139076847381,0.4,3,50,,"{'learning_rate': 0.4, 'max_depth': 3, 'n_estimators': 50}",0.57421875,0.578125,0.5625,0.60546875,0.6274509803921569,0.5895526960784314,0.02361004545301624,41,0.703125,Catboost,0,
19,0.9579994678497314,0.020707620668970205,0.0028000354766845705,0.00039937585497875776,0.4,3,100,,"{'learning_rate': 0.4, 'max_depth': 3, 'n_estimators': 100}",0.56640625,0.59765625,0.5703125,0.62109375,0.615686274509804,0.5942310049019608,0.022538765867848323,36,0.703125,Catboost,0,
20,1.315999937057495,0.0317236055881878,0.002599811553955078,0.0008007171693763664,0.4,3,150,,"{'learning_rate': 0.4, 'max_depth': 3, 'n_estimators': 150}",0.56640625,0.59765625,0.6015625,0.62890625,0.611764705882353,0.6012591911764706,0.020506225351542708,33,0.703125,Catboost,0,
21,1.0485961437225342,0.08963391086154354,0.0017975330352783202,0.0003990564568743502,0.4,5,50,,"{'learning_rate': 0.4, 'max_depth': 5, 'n_estimators': 50}",0.6015625,0.58984375,0.625,0.63671875,0.6392156862745098,0.6184681372549019,0.019551813233182676,26,0.703125,Catboost,0,
